Index,API명,제공기관,수정일자,키워드,상세URL,Category,Region
1,영상물등급위원회_영화 등급분류정보 조회 서비스,영상물등급위원회,2025-11-10,"온라인등급분류시스템,영화 정보,영화 등급분류 정보,등급분류,영화",https://www.data.go.kr/data/15127668/openapi.do,문화/관광,전국/기타
2,농촌진흥청 국립농업과학원_농업기상 관측지점 상세정보,농촌진흥청 국립농업과학원,2025-11-10,"기상관측,관측지점,위치정보,위도,경도",https://www.data.go.kr/data/15073274/openapi.do,환경/에너지,전국/기타
3,식품의약품안전처_의약품 낱알식별 정보,식품의약품안전처,2025-11-10,"허가행정성분,행정,성분,의약품,낱알식별",https://www.data.go.kr/data/15057639/openapi.do,보건/식품,전국/기타
4,국민건강보험공단_의사소견서교육이수의료기관검색서비스,국민건강보험공단,2025-11-10,"의사소견서,교육이수,재가시설,API,장기요양기관",https://www.data.go.kr/data/15059011/openapi.do,보건/식품,전국/기타
5,질병관리청_예방접종(대상 감염병 관련) 정보,질병관리청,2025-11-10,"예방접종,감염병,백신,API,보건의료",https://www.data.go.kr/data/15084296/openapi.do,보건/식품,전국/기타
6,한국식품산업클러스터진흥원_교육,한국식품산업클러스터진흥원,2025-11-10,"분야·주제,일정,장소,신청방법,선발기준,비용,수료·인증,대상",https://www.data.go.kr/data/15151831/openapi.do,보건/식품,전국/기타
7,한국식품산업클러스터진흥원_설비,한국식품산업클러스터진흥원,2025-11-10,"장비유형,용량,소재분야,사용요금,예약·가용시간,활용목적,위치	,공정분류",https://www.data.go.kr/data/15151830/openapi.do,보건/식품,전국/기타
8,한국식품산업클러스터진흥원_교육지원서비스_목록,한국식품산업클러스터진흥원,2025-11-10,"교육분야·주제,대상,운영방식,신청기간·일정,비용,정원·모집현황,수료·인증제공,주관기관·담당부서",https://www.data.go.kr/data/15151825/openapi.do,문화/관광,전국/기타
9,한국식품산업클러스터진흥원_일반사업공고_목록,한국식품산업클러스터진흥원,2025-11-10,"장비·시설 이용,R&D 실증,수출,창업·사업화,인력·교육,ESG·업사이클링,보조금,푸드테크",https://www.data.go.kr/data/15151824/openapi.do,보건/식품,전국/기타
10,식품의약품안전처 식품의약품안전평가원_RND_MB_지식재산권 서비스,식품의약품안전처 식품의약품안전평가원,2025-11-10,"시스템,전주기관리,연구개발,지식재산권서비스,연구성과",https://www.data.go.kr/data/15133579/openapi.do,보건/식품,전북
11,문화체육관광부_정책브리핑_정책뉴스_API,문화체육관광부,2025-11-10,"정부,정책,뉴스,브리핑,정보,콘텐츠,카드뉴스,인포그래픽",https://www.data.go.kr/data/15095335/openapi.do,문화/관광,전국/기타
12,문화체육관광부_정책브리핑_포토_API,문화체육관광부,2025-11-10,"행정기관,문화체육관광부,국민소통실,정책,사진,보도자료,홍보,기사",https://www.data.go.kr/data/15095300/openapi.do,문화/관광,전국/기타
13,문화체육관광부_정책브리핑_보도자료_API,문화체육관광부,2025-11-10,"행정기관,보도,언론,정책,정보,정부,공공,자료",https://www.data.go.kr/data/15095295/openapi.do,문화/관광,전국/기타
14,한국식품산업클러스터진흥원_교육지원서비스_상세,한국식품산업클러스터진흥원,2025-11-10,"교육과정,일정·장소,신청방법,비용,평가,수료·인증,자료·교안,대상·자격요건",https://www.data.go.kr/data/15151821/openapi.do,보건/식품,전국/기타
15,한국식품산업클러스터진흥원_일반사업공고_상세,한국식품산업클러스터진흥원,2025-11-10,"지원대상,지원내용,예산,자부담,제출서류,담당부서,평가기준,지원한도",https://www.data.go.kr/data/15151818/openapi.do,금융/경제,전국/기타
16,제주국제자유도시개발센터_JDC면세점 연령별 상품 선호도 정보,제주국제자유도시개발센터,2025-11-10,"면세점,연령,상품,순위,일별,API",https://www.data.go.kr/data/15151709/openapi.do,기타,제주
17,식품의약품안전처 식품의약품안전평가원_RND_MB_저역서실적 서비스,식품의약품안전처 식품의약품안전평가원,2025-11-10,"시스템,전주기관리,연구성과,저역서실적,연구개발",https://www.data.go.kr/data/15133578/openapi.do,보건/식품,전북
18,식품의약품안전처 식품의약품안전평가원_RND_MB_논문 서비스,식품의약품안전처 식품의약품안전평가원,2025-11-10,"시스템,전주기관리,연구개발,논문서비스,연구개발논문",https://www.data.go.kr/data/15134055/openapi.do,보건/식품,전북
19,식품의약품안전처 식품의약품안전평가원_APEC규제조화센터현황,식품의약품안전처 식품의약품안전평가원,2025-11-10,"의료제품 규제교육,규제조화,교육자료 및 프로그램 정보,홍보자료 및 워크숍 안내,국제협력,규제기관 네트워크",https://www.data.go.kr/data/15042667/openapi.do,보건/식품,전국/기타
20,국민건강보험공단_장기요양기관 검색 서비스,국민건강보험공단,2025-11-10,"장기요양기관,입소시설,재가기관,API,검색서비스",https://www.data.go.kr/data/15059029/openapi.do,보건/식품,전국/기타
21,농촌진흥청 국립농업과학원_농작업 안전정보 동영상 조회,농촌진흥청 국립농업과학원,2025-11-10,"농업인안전,농업작업,재해예방,예방운동,농업인건강",https://www.data.go.kr/data/15129372/openapi.do,문화/관광,전국/기타
22,농촌진흥청 국립농업과학원_농업기계 안전 교육홍보 동영상 조회,농촌진흥청 국립농업과학원,2025-11-10,"농업인,농작업,농업기계안전,농기계,안전수칙",https://www.data.go.kr/data/15143456/openapi.do,문화/관광,전국/기타
23,전북개발공사_토지분양공급유형정보조회 서비스,전북개발공사,2025-11-10,"토지분양,필지정보,사업지구,공급유형,계약금액,부동산",https://www.data.go.kr/data/15057827/openapi.do,부동산/주거,전북
24,한국식품산업클러스터진흥원_인증,한국식품산업클러스터진흥원,2025-11-10,"인증종류,기준규격,대상품목,심사평가절차,서류증빙,수수료비용,유효기간갱신,기관지정현",https://www.data.go.kr/data/15151513/openapi.do,보건/식품,전국/기타
25,한국승강기안전공단_건물별승강기운행정보 조회 서비스,한국승강기안전공단,2025-11-10,"엘리베이터,건물,운행정보",https://www.data.go.kr/data/15151292/openapi.do,부동산/주거,전국/기타
26,JSON 서울에너지공사_홈페이지 설문항목 조회,서울에너지공사,2025-11-07,"설문,홈페이지,의견수렴,서비스,의견,수렴,참여,시민",https://www.data.go.kr/data/15151698/openapi.do,금융/경제,서울
27,XML 한국공항공사_김포공항 실내주차장 빈 주차면 실시간 안내 정보,한국공항공사,2025-11-07,"김포공항 국제선 실내주차장,실내주차장 빈 주차면,네비게이션 빈 주차장 안내,공항 주차 가능 여부,공항 주차장 주차면 상태",https://www.data.go.kr/data/15151711/openapi.do,교통/물류,전국/기타
28,XML 전북개발공사_지역별 임대주택 청약 면적 대비 계약 금액 조회 서비스,전북개발공사,2025-11-07,"임대주택,청약,건물,계약금액,임대정보,주거복지",https://www.data.go.kr/data/15131850/openapi.do,부동산/주거,전북
29,XML 전북개발공사_해지세대명단 조회 서비스,전북개발공사,2025-11-07,"임대주택,건물,아파트,임대정보,주택관리,주거복지,공공임대주택",https://www.data.go.kr/data/15105537/openapi.do,부동산/주거,전북
30,XML 전라남도 함평군_버스 노선정보,전라남도 함평군,2025-11-07,"버스운행,버스노선,대중교통,버스정류장,버스위치정보",https://www.data.go.kr/data/15151676/openapi.do,교통/물류,전국/기타
31,XML JSON 행정안전부_행정표준코드_기관코드,행정안전부,2025-11-07,"행정표준코드관리시스템,행정표준기관코드,행정기관,행정표준코드,기관코드",https://www.data.go.kr/data/15077870/openapi.do,안전/재난,전국/기타
32,XML JSON 행정안전부_행정표준코드_법정동코드,행정안전부,2025-11-07,"행정표준코드관리시스템,읍면동,시군구,행정표준코드,법정동코드",https://www.data.go.kr/data/15077871/openapi.do,안전/재난,전국/기타
33,XML JSON 한국환경공단_지하역사 실내공기질 자동측정망 실시간 측정데이터 초미세먼지 정보,한국환경공단,2025-11-07,"지하역사,실내공기질,자동측정망,초미세먼지,오염도,지하철,시민",https://www.data.go.kr/data/15125024/openapi.do,교통/물류,전국/기타
34,XML 영상물등급위원회_자체등급분류 정보 조회 서비스,영상물등급위원회,2025-11-07,"OTT,자체등급분류,관람등급,넷플릭스,티빙,디즈니+,쿠팡플레이",https://www.data.go.kr/data/15142196/openapi.do,문화/관광,전국/기타
35,JSON 한국방송통신전파진흥원_국가기술자격증(개인) 진위여부(API),한국방송통신전파진흥원,2025-11-06,"진위여부,자격증 번호,취득,국가기술자격,자격검정,직무능력,역량강화,API",https://www.data.go.kr/data/15125641/openapi.do,문화/관광,전국/기타
36,JSON 한국방송통신전파진흥원_의무측정무선국에 따른 전자파 노출지수(API),한국방송통신전파진흥원,2025-11-06,"정보통신,위성전파,노출지수,GIS,위도 경도,시설자,무선국,주파수",https://www.data.go.kr/data/15125635/openapi.do,문화/관광,전국/기타
37,JSON 한국방송통신전파진흥원_국가기술자격 공지사항(API),한국방송통신전파진흥원,2025-11-06,"공지사항,공지,안내,직무능력,역량강화,자격검정,인력양성,API",https://www.data.go.kr/data/15125639/openapi.do,문화/관광,전국/기타
38,XML JSON 한국방송통신전파진흥원_마을방송 무선국 정보,한국방송통신전파진흥원,2025-11-06,"정보통신,위성전파,API,방송통신,마을,시설자,지역,호출",https://www.data.go.kr/data/15088143/openapi.do,문화/관광,전국/기타
39,XML JSON 한국방송통신전파진흥원_우량경보 무선국 정보,한국방송통신전파진흥원,2025-11-06,"정보통신,위성전파,기지국,주파수,API,서비스,지역별,우량국",https://www.data.go.kr/data/15088155/openapi.do,문화/관광,전국/기타
40,XML JSON 한국방송통신전파진흥원_라디오 채널 정보,한국방송통신전파진흥원,2025-11-06,"정보통신,위성전파,주파수,방송산업,FM,AM,API,방송사",https://www.data.go.kr/data/15020854/openapi.do,문화/관광,전국/기타
41,JSON 한국방송통신전파진흥원_산악지역 이동통신 찾기,한국방송통신전파진흥원,2025-11-06,"정보통신,위성전파,무선국,국립공원,군립공원,도립공원,안테나,기지국",https://www.data.go.kr/data/15067860/openapi.do,문화/관광,전국/기타
42,XML 한국승강기안전공단_승강기정보및검사이력 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터정보,검사이력,승강기설치장소",https://www.data.go.kr/data/15151209/openapi.do,안전/재난,전국/기타
43,XML 특허청_KIPRISPlus_특허 기탁 미생물_REST API,특허청,2025-11-06,"출원번호,미생물수탁일렬번호,미생물수탁번호,미생물수탁일자,미생물수탁기관",https://www.data.go.kr/data/15075971/openapi.do,산업/고용,전국/기타
44,XML 한국승강기안전공단_건물별승강기정보 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터리베이터,건물,제원,승강기검사유효기간,승강기설치장소,승강기소재지,승강기종류,승강기상태",https://www.data.go.kr/data/15150945/openapi.do,부동산/주거,전국/기타
45,XML 한국승강기안전공단_승강기자체점검결과정보 조회 서비스,한국승강기안전공단,2025-11-06,"승강기,자체점검,점검결과",https://www.data.go.kr/data/15151152/openapi.do,안전/재난,전국/기타
46,XML 특허청_KIPRISPlus_특허 중한 코퍼스_REST API,특허청,2025-11-06,"국제특허분류코드,중국,말뭉치,출원번호,국문명세서",https://www.data.go.kr/data/15098425/openapi.do,산업/고용,전국/기타
47,XML 농촌진흥청 국립식량과학원_우리잡곡 웰빙 레시피,농촌진흥청 국립식량과학원,2025-11-06,"웰빙,잡곡,레시피,음식,건강",https://www.data.go.kr/data/15151499/openapi.do,문화/관광,전국/기타
48,XML 한국승강기안전공단_승강기안전검사이력 조회 서비스,한국승강기안전공단,2025-11-06,"승강기,안전검사,부적합",https://www.data.go.kr/data/15151161/openapi.do,안전/재난,전국/기타
49,XML 한국승강기안전공단_사고및고장승강기이력 조회 서비스,한국승강기안전공단,2025-11-06,"승강기,사고,고장",https://www.data.go.kr/data/15151196/openapi.do,안전/재난,전국/기타
50,XML 한국승강기안전공단_(신)승강기사고및고장이력 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터,사고승강기,고장승강기",https://www.data.go.kr/data/15151169/openapi.do,안전/재난,전국/기타
51,XML 한국승강기안전공단_승강기안전관리자정보 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터,안전관리자,건",https://www.data.go.kr/data/15151199/openapi.do,안전/재난,전국/기타
52,XML 한국승강기안전공단_승강기보험가입신고정보 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터,보험,가입신고",https://www.data.go.kr/data/15151200/openapi.do,안전/재난,전국/기타
53,XML 한국승강기안전공단_승강기설치정보 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터,설치일,최초설치",https://www.data.go.kr/data/15151216/openapi.do,안전/재난,전국/기타
54,XML 한국승강기안전공단_유지관리업체정보 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터,업체,등록번호",https://www.data.go.kr/data/15151217/openapi.do,안전/재난,전국/기타
55,XML 한국승강기안전공단_건물별승강기제원정보 조회 서비스,한국승강기안전공단,2025-11-06,"엘리베이터,승강기,제원정보",https://www.data.go.kr/data/15151220/openapi.do,부동산/주거,전국/기타
56,XML 전북개발공사_계약가능세대 조회 서비스,전북개발공사,2025-11-05,"공공임대주택,아파트,건물,주거복지,임대정보,세대조회,주택공급,계약",https://www.data.go.kr/data/15105529/openapi.do,부동산/주거,전북
57,XML 농촌진흥청 국립농업과학원_농업인안전 응급처치 가이드 동영상 조회,농촌진흥청 국립농업과학원,2025-11-05,"농업인안전,농업작업,응급처치,재해에방,농업인건강",https://www.data.go.kr/data/15151027/openapi.do,문화/관광,전국/기타
58,XML 한국승강기안전공단_검사유효만료승강기정보 조회 서비스,한국승강기안전공단,2025-11-05,"엘리베이터,승강기검사,유효만료일",https://www.data.go.kr/data/15151247/openapi.do,안전/재난,전국/기타
59,XML JSON 한국승강기안전공단_승강기검사신청결과정보 조회 서비스,한국승강기안전공단,2025-11-05,"엘리베이터,검사신청,검사결과",https://www.data.go.kr/data/15151294/openapi.do,안전/재난,전국/기타
60,XML 한국승강기안전공단_승강기검사접수정보 조회 서비스,한국승강기안전공단,2025-11-05,"엘리베이터,승강기검사,승강기접수",https://www.data.go.kr/data/15151291/openapi.do,안전/재난,전국/기타
61,XML JSON 인천국제공항공사_승객예고-출·입국장별,인천국제공항공사,2025-11-05,"시간대별,예상승객수,예고,예측,출국장,입국장,D+0,D+1",https://www.data.go.kr/data/15095066/openapi.do,기타,인천
62,XML JSON 금융위원회_﻿자동차보험가입정보,금융위원회,2025-11-05,"자동차보험,계약,손해,자동차보험계약정보,자동차보험손해상황정보,자동차보험피해자정보,피해자,보험통계",https://www.data.go.kr/data/15124891/openapi.do,금융/경제,전국/기타
63,XML JSON 한국승강기안전공단_건물별승강기제원정보서비스,한국승강기안전공단,2025-11-04,"승강기,제원,카치수",https://www.data.go.kr/data/15130191/openapi.do,부동산/주거,전국/기타
64,XML JSON 한국산업인력공단_국가기술자격시험_과정관리 지정평가,한국산업인력공단,2025-11-04,"과정평가형자격,과정관리,지정평가",https://www.data.go.kr/data/15150372/openapi.do,보건/식품,전국/기타
65,XML 농촌진흥청 국립농업과학원_토양도 기반 작물별 토양적성 통계정보 V2,농촌진흥청 국립농업과학원,2025-11-04,"토양,작물코드,토양특성,토양통계,토양도,토양적성,법정동코드,작물명",https://www.data.go.kr/data/15144182/openapi.do,산업/고용,전국/기타
66,XML 농촌진흥청 국립농업과학원_토양도 기반 토양특성 상세 정보 V3,농촌진흥청 국립농업과학원,2025-11-04,"토양환경,토양도,토양부호,토양특성,논,밭,과수,초지",https://www.data.go.kr/data/15144225/openapi.do,환경/에너지,전국/기타
67,XML 농촌진흥청 국립농업과학원_토양도 기반 토양특성 단면정보 V2,농촌진흥청 국립농업과학원,2025-11-04,"토양도,토양부호,토양특성,심토토성,심토자갈햠량,경사,지번,토양환경",https://www.data.go.kr/data/15144105/openapi.do,환경/에너지,전국/기타
68,XML 농촌진흥청 국립농업과학원_농경지화학성 통계정보 V2,농촌진흥청 국립농업과학원,2025-11-04,"토양환경,토양화학성,토양통계,유기물,산도,논,밭,시설",https://www.data.go.kr/data/15144685/openapi.do,환경/에너지,전국/기타
69,XML 농촌진흥청 국립농업과학원_토양도 기반 토양특성 통계정보 V2,농촌진흥청 국립농업과학원,2025-11-04,"토양환경,토양특성,토양해설,토양지형,토양분류,토양지도,토양통계,토양도",https://www.data.go.kr/data/15144796/openapi.do,환경/에너지,전국/기타
70,XML 농촌진흥청 국립농업과학원_토양검정 화학성 상세정보 V2,농촌진흥청 국립농업과학원,2025-11-04,"토양환경,토양정보,토양검정,비료사용,처방서,논,밭,과수",https://www.data.go.kr/data/15144647/openapi.do,환경/에너지,전국/기타
71,XML 농촌진흥청 국립농업과학원_농업기상 상세 관측데이터 조회,농촌진흥청 국립농업과학원,2025-11-04,"기상,관측데이터,농업,기상요소,관측지점",https://www.data.go.kr/data/15078194/openapi.do,환경/에너지,전국/기타
72,XML 농촌진흥청 국립농업과학원_농업기상 기본 관측데이터 조회,농촌진흥청 국립농업과학원,2025-11-04,"기상,관측데이터,농업기상,관측지점,관측항목",https://www.data.go.kr/data/15078057/openapi.do,환경/에너지,전국/기타
73,XML 식품의약품안전처 식품의약품안전평가원_식품의약품안전처 연구관리 정산 결과 조회 서비스,식품의약품안전처 식품의약품안전평가원,2025-11-04,"시스템,전주기관리,연구관리,정산결과,조회",https://www.data.go.kr/data/15069868/openapi.do,보건/식품,전북
74,XML 농촌진흥청 국립원예특작과학원_버섯요리법 조회 서비스,농촌진흥청 국립원예특작과학원,2025-11-04,"버섯,버섯요리,버섯요리법,버섯레시피,버섯요리조회",https://www.data.go.kr/data/15150634/openapi.do,교육/복지,전국/기타
75,XML 신용보증기금_보증종류별 현황조회서비스 정보,신용보증기금,2025-11-04,"대출,어음,상거래,대출보증,지급보증,어음보증,납세보증",https://www.data.go.kr/data/15034319/openapi.do,금융/경제,전국/기타
76,XML 한국석유공사_지역별 최저가 주유소(TOP20) 오픈 API,한국석유공사,2025-11-04,"주유소,최저가,지역별,가격비교,유통,위치정보,API,석유공사",https://www.data.go.kr/data/15150462/openapi.do,환경/에너지,전국/기타
77,XML 한국석유공사_반경 내 주유소 오픈 API,한국석유공사,2025-11-04,"주유소,반경검색,위치기반,거리순,가격순,유종,API,석유공사",https://www.data.go.kr/data/15150464/openapi.do,환경/에너지,전국/기타
78,XML 한국석유공사_주유소 상세정보(ID) 오픈 API,한국석유공사,2025-11-04,"주유소,상세정보,판매가격,유종,위치정보,부가서비스,API,석유공사",https://www.data.go.kr/data/15150468/openapi.do,환경/에너지,전국/기타
79,XML 한국석유공사_지역코드 오픈 API,한국석유공사,2025-11-04,"지역코드,시도,시군구,코드조회,유가정보,API,오피넷,석유공사",https://www.data.go.kr/data/15150471/openapi.do,환경/에너지,전국/기타
80,XML 한국석유공사_전국 주유소 평균가격 오픈 API,한국석유공사,2025-11-04,"주유소,유가정보,실시간,API,지역별,셀프주유소,휘발유가격,석유공사",https://www.data.go.kr/data/15150932/openapi.do,환경/에너지,전국/기타
81,JSON 한국수목원정원관리원_시드뱅크 도입 종자 채집지 정보,한국수목원정원관리원,2025-11-04,"종자,채집지 정보,시드뱅크,국립백두대간수목원,산림생물자원,종자보존,종자복원,산림",https://www.data.go.kr/data/15150909/openapi.do,문화/관광,전국/기타
82,JSON 한국수목원정원관리원_시드뱅크 도입 종자 품질관리 정보,한국수목원정원관리원,2025-11-04,"종자,품질관리,시드뱅크,국립백두대간수목원,종자보전,중복보존,산림생물자원,산림",https://www.data.go.kr/data/15150913/openapi.do,문화/관광,전국/기타
83,JSON 한국수목원정원관리원_시드뱅크 도입 종자 형태정보,한국수목원정원관리원,2025-11-04,"종자,시드뱅크,국립백두대간수목원,형태정보,산림생물자원,종자보전,중복보존,산림",https://www.data.go.kr/data/15150916/openapi.do,문화/관광,전국/기타
84,JSON 한국수목원정원관리원_시드뱅크 도입 종자 활력정보,한국수목원정원관리원,2025-11-04,"종자,활력정보,시드뱅크,국립백두대간수목원,산림생물자원,중복보존,종자보전,산림",https://www.data.go.kr/data/15150918/openapi.do,문화/관광,전국/기타
85,JSON 한국수목원정원관리원_시드뱅크 도입 종자 분류학적 정보,한국수목원정원관리원,2025-11-04,"종자,시드뱅크,분류학적 정보,국립백두대간수목원,산림생물자원,중복보존,종자보전,산림",https://www.data.go.kr/data/15150921/openapi.do,문화/관광,전국/기타
86,XML JSON 한국산업인력공단_국가기술자격시험_과정관리 평가운영,한국산업인력공단,2025-11-04,"과정평가형자격,지정평가,과정평가운영",https://www.data.go.kr/data/15150414/openapi.do,보건/식품,전국/기타
87,XML JSON 한국산업인력공단_국가기술자격시험_공통 시험기준,한국산업인력공단,2025-11-04,"과정평가형자격,종목,능력단위",https://www.data.go.kr/data/15150358/openapi.do,보건/식품,전국/기타
88,XML JSON 한국산업인력공단_국가기술자격시험_공통 모니터링,한국산업인력공단,2025-11-04,"과정평가형자격,일학습병행자격,외부평가",https://www.data.go.kr/data/15150277/openapi.do,보건/식품,전국/기타
89,XML JSON 한국산업인력공단_국가기술자격시험_공통 NCS 정보,한국산업인력공단,2025-11-04,"과정평가형자격,NCS,일학습병행자격",https://www.data.go.kr/data/15150267/openapi.do,보건/식품,전국/기타
90,XML JSON 한국산업인력공단_국가기술자격시험_HRDNET연계,한국산업인력공단,2025-11-04,"과정평가형자격,일학습병행자격,HRD-Net",https://www.data.go.kr/data/15150242/openapi.do,보건/식품,전국/기타
91,JSON 행정안전부_행정처분결과,행정안전부,2025-11-04,"보건안전,보건의료사고,점검,평가,일상생활안전",https://www.data.go.kr/data/15150619/openapi.do,보건/식품,전국/기타
92,JSON 행정안전부_한국환경공단_황사주의보 발생정보,행정안전부,2025-11-04,"미세먼지,예측,점검,일상생활안전,대책마련",https://www.data.go.kr/data/15150588/openapi.do,환경/에너지,전국/기타
93,XML JSON 국토교통부_교통카드이용 합성데이터,국토교통부,2025-11-03,"교통카드이용데이터,재현데이터,합성데이터,개인정보보호,데이터활용",https://www.data.go.kr/data/15142081/openapi.do,교통/물류,전국/기타
94,JSON 행정안전부_농수로제원,행정안전부,2025-11-03,"일상생활안전,점검,지점관리,평가,상황파악",https://www.data.go.kr/data/15150607/openapi.do,안전/재난,전국/기타
95,XML 한국고용정보원_워크넷_직업정보,한국고용정보원,2025-11-03,"특이한직업,유망직업,미래직업,미래유망,직업정보,직업분류,직업종류,직업상세정보",https://www.data.go.kr/data/3071087/openapi.do,산업/고용,전국/기타
96,XML JSON 조달청_종합쇼핑몰 품목정보 서비스,조달청,2025-11-03,"종합,쇼핑몰,품목,다수공급자,일반단가,3자단가,납품요구,물품구매실적",https://www.data.go.kr/data/15129471/openapi.do,기타,전국/기타
97,XML JSON 조달청_나라장터 업종 및 근거법규서비스,조달청,2025-11-03,"업종,근거,법규,근거법령조항명,업종분류코드,포함면허,업종등록일시",https://www.data.go.kr/data/15129467/openapi.do,공공/법률,전국/기타
98,XML JSON 조달청_나라장터 낙찰정보서비스,조달청,2025-11-03,"나라장터,낙찰,정보,순위,예비가격,물품,공사,용역",https://www.data.go.kr/data/15129397/openapi.do,기타,전국/기타
99,XML JSON 조달청_나라장터 입찰공고정보서비스,조달청,2025-11-03,"나라장터,입찰,입찰공고,물품,공사,용역,외자,기초금액",https://www.data.go.kr/data/15129394/openapi.do,기타,전국/기타
100,XML JSON 조달청_누리장터 민간낙찰정보_서비스,조달청,2025-11-03,"민간,낙찰,정보,누리장터,아파트,개찰,재입찰,유찰",https://www.data.go.kr/data/15129458/openapi.do,부동산/주거,전국/기타
101,XML JSON 조달청_누리장터 민간입찰공고서비스,조달청,2025-11-03,"민간,입찰,공고,민간물품,민간공사,민간용역,민간기타,면허제한",https://www.data.go.kr/data/15129456/openapi.do,기타,전국/기타
102,XML JSON 조달청_나라장터 계약정보서비스,조달청,2025-11-03,"나라장터,계약,정보,물품,용역,공사,외자",https://www.data.go.kr/data/15129427/openapi.do,기타,전국/기타
103,XML JSON 조달청_나라장터 가격정보현황서비스,조달청,2025-11-03,"나라장터,가격,정보,물품분류번호,물품식별번호,시설공통자재가격,시장시공가격",https://www.data.go.kr/data/15129415/openapi.do,산업/고용,전국/기타
104,XML JSON 조달청_물품목록정보서비스,조달청,2025-11-03,"물품,정보,조달,목록정보,물품안내지도,품목,품명,소재지",https://www.data.go.kr/data/15129417/openapi.do,기타,전국/기타
105,XML JSON 조달청_나라장터 계약과정통합공개서비스,조달청,2025-11-03,"계약과정,통합,공개,물품,외자,용역,공사,입찰",https://www.data.go.kr/data/15129459/openapi.do,기타,전국/기타
106,XML JSON 조달청_누리장터 민간계약정보 서비스,조달청,2025-11-03,"민간,계약,정보,아파트,누리장터,품명,서비스",https://www.data.go.kr/data/15129469/openapi.do,부동산/주거,전국/기타
107,XML JSON 조달청_나라장터 사전규격정보서비스,조달청,2025-11-03,"사전,규격,정보,물품,용역,외자,공사,나라장터",https://www.data.go.kr/data/15129437/openapi.do,기타,전국/기타
108,XML JSON 조달청_물품관리정보서비스,조달청,2025-11-03,"물품,관리,정보,물품분류번호,내용년수,품명,고시,서비스",https://www.data.go.kr/data/15129470/openapi.do,기타,전국/기타
109,XML JSON 조달청_공공조달통계정보서비스,조달청,2025-11-03,"공공조달,통계,정보,기관,기업,계약,전자조달,품목",https://www.data.go.kr/data/15129412/openapi.do,산업/고용,전국/기타
110,XML JSON 조달청_나라장터 조달요청서비스,조달청,2025-11-03,"나라장터,조달,요청,물품,공사,용역,일반용역,외자",https://www.data.go.kr/data/15129468/openapi.do,기타,전국/기타
111,XML JSON 조달청_나라장터 발주계획현황서비스,조달청,2025-11-03,"발주,계획,현황,공사,물품,공사,용역,외자",https://www.data.go.kr/data/15129462/openapi.do,기타,전국/기타
112,XML JSON 조달청_나라장터 사용자정보 서비스,조달청,2025-11-03,"나라장터,사용자,정보,기관,업체,업종,물품,소관",https://www.data.go.kr/data/15129466/openapi.do,기타,전국/기타
113,XML JSON 조달청_나라장터 공공데이터개방표준서비스,조달청,2025-11-03,"조달통계,종합분석,DW,물품,공사,용역,외자,공공데이터표준",https://www.data.go.kr/data/15058815/openapi.do,공공/법률,전국/기타
114,XML 한국환경공단_전기자동차 충전소 정보,한국환경공단,2025-11-03,"전기자동차,전기자동차 충전기,전기자동차 충전시설,전기자동차 충전기 상태정보,전기자동차 충전기 위치정보",https://www.data.go.kr/data/15076352/openapi.do,교통/물류,전국/기타
115,XML 한국서부발전(주)_연료정보지,한국서부발전(주),2025-11-03,"연료,유연탄,정보지,호주,오스트레일리아,남아공,남아프리카공화국,두바이",https://www.data.go.kr/data/15003851/openapi.do,기타,전국/기타
116,XML 농촌진흥청 국립원예특작과학원_버섯분류검색 조회 서비스,농촌진흥청 국립원예특작과학원,2025-11-03,"버섯,버섯검색,버섯학명,한국일반명,버섯정보",https://www.data.go.kr/data/15150620/openapi.do,교육/복지,전국/기타
117,XML JSON 한국동서발전(주)_하루 전 전국 태양광 발전량 예측값 조회,한국동서발전(주),2025-11-03,"발전량,예측,기상,설비,에너지",https://www.data.go.kr/data/15144541/openapi.do,환경/에너지,전국/기타
118,XML 한국사회보장정보원_지자체복지서비스,한국사회보장정보원,2025-11-03,"지자체,복지사업,사회보장정보",https://www.data.go.kr/data/15108347/openapi.do,교육/복지,전국/기타
119,XML 해양수산부_선박운항정보,해양수산부,2025-11-03,"선박입항,선박출항,선박입출항,선박정보,항적정보,계획수립",https://www.data.go.kr/data/15006353/openapi.do,산업/고용,전국/기타
120,XML JSON 식품의약품안전처_의약품 국내 특허현황,식품의약품안전처,2025-10-31,"의약품,국내 특허,제품명,주성분명,특허권",https://www.data.go.kr/data/15117409/openapi.do,보건/식품,전국/기타
121,XML 농촌진흥청 국립축산과학원_축종별 품종해설 정보(양),농촌진흥청 국립축산과학원,2025-10-31,"국립축산과학원,품종해설,양,영문명,중국명",https://www.data.go.kr/data/15147273/openapi.do,산업/고용,전국/기타
122,XML JSON 한국마사회 경주마 성적 정보,한국마사회,2025-10-31,"경마성적표,경주성적,경주결과,경주마,마필성적",https://www.data.go.kr/data/15058779/openapi.do,기타,전국/기타
