Index,API명,제공기관,수정일자,키워드,상세URL,Category,Region
6705,XML JSON 한국원자력환경공단_방사성폐기물 반입 현황_현황,한국원자력환경공단,2025-05-22,"방사성폐기물반입처분,방사성폐기물,반입,발생자,연도별데이터",https://www.data.go.kr/data/3074263/openapi.do,환경/에너지,전국/기타
6706,XML JSON 한국원자력환경공단_밀봉선원폐기물 관리 현황데이터_현황,한국원자력환경공단,2025-05-22,"밀봉선원,폐기물,방사성폐기물,관리현황,방폐물",https://www.data.go.kr/data/15004088/openapi.do,환경/에너지,전국/기타
6707,XML 한국원자력환경공단_계약현황 조회 서비스,한국원자력환경공단,2025-05-22,"계약현황,계약,코라드",https://www.data.go.kr/data/15126693/openapi.do,환경/에너지,전국/기타
6708,XML 한국원자력환경공단_생산공개문서 목록 조회 서비스,한국원자력환경공단,2025-05-22,"공개,문서,생산,생산문서,공문서",https://www.data.go.kr/data/15140545/openapi.do,환경/에너지,전국/기타
6709,XML JSON 한국원자력환경공단_개봉선원폐기물 관리 현황_현황,한국원자력환경공단,2025-05-22,"RI개봉선원,방페물,개봉선원,폐기물,RI",https://www.data.go.kr/data/15004087/openapi.do,환경/에너지,전국/기타
6710,XML 관세청_신성질별 국가별 수출입실적(GW),관세청,2025-05-22,"신성질,국가,수출입,대분류,중분류,소분류",https://www.data.go.kr/data/15101607/openapi.do,산업/고용,전국/기타
6711,XML 관세청_성질별 국가별 수출입실적(GW),관세청,2025-05-22,"무역통계,성질별,국가별,소비재,원자재,자본재,공업품",https://www.data.go.kr/data/15100476/openapi.do,산업/고용,전국/기타
6712,XML 관세청_신성질별 수출입실적(GW),관세청,2025-05-22,"신성질별,수출입실적,관세청,대분류,중분류,소분류,세분류,세세분류",https://www.data.go.kr/data/15101616/openapi.do,산업/고용,전국/기타
6713,XML 관세청_성질별 수출입실적(GW),관세청,2025-05-22,"성질별,관세청,수출입실적,소비재,원자재,자본재,공업품",https://www.data.go.kr/data/15102109/openapi.do,산업/고용,전국/기타
6714,XML JSON 보건복지부_코로나19 확진자 성별 연령별 현황,보건복지부,2025-05-22,"보건의료,코로나19,확진자,복지부,데이터",https://www.data.go.kr/data/15098771/openapi.do,보건/식품,전국/기타
6715,XML JSON 보건복지부_코로나19 호흡기전담 클리닉 운영현황,보건복지부,2025-05-22,"보건의료,코로나19,호흡기,호흡전담,클리닉,데이터",https://www.data.go.kr/data/15098773/openapi.do,보건/식품,전국/기타
6716,XML JSON 환경부 국립환경과학원_미세먼지(금속성분) 실시간 정보,환경부 국립환경과학원,2025-05-22,"대기환경연구소,황사,미세먼지,중금속,2시간,24시간,실시간,대기",https://www.data.go.kr/data/15016368/openapi.do,환경/에너지,전국/기타
6717,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 스피드온 발매인원 정보,서울올림픽기념국민체육진흥공단,2025-05-22,"스피드온,온라인발매,발매인원,경륜경주,경정경주",https://www.data.go.kr/data/15112768/openapi.do,문화/관광,서울
6718,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 스피드온 발매금액 정보,서울올림픽기념국민체육진흥공단,2025-05-22,"스피드온,온라인발매,발매금액,경륜경주,경정경주",https://www.data.go.kr/data/15112769/openapi.do,문화/관광,서울
6719,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 스피드온 회원가입 정보,서울올림픽기념국민체육진흥공단,2025-05-22,"스피드온,온라인발매,회원가입,경륜경주,경정경주",https://www.data.go.kr/data/15112743/openapi.do,문화/관광,서울
6720,XML JSON 보건복지부_코로나19 임시선별진료소 운영현황,보건복지부,2025-05-22,"코로나19,선별진료소,임시,복지부,데이터",https://www.data.go.kr/data/15098778/openapi.do,보건/식품,전국/기타
6721,XML JSON 보건복지부_코로나19 선별진료소 운영현황,보건복지부,2025-05-22,"코로나19,선별진료소,운영시간,복지부,데이터",https://www.data.go.kr/data/15098774/openapi.do,보건/식품,전국/기타
6722,XML JSON 보건복지부_코로나19 국민안심병원 선별진료소 현황,보건복지부,2025-05-22,"코로나19,국민안심병원,선별진료소,복지부,데이터",https://www.data.go.kr/data/15098770/openapi.do,보건/식품,전국/기타
6723,XML JSON 보건복지부_응급안전안심 응급발생정보,보건복지부,2025-05-22,"지역구,응급발생,데이터,시도,응급안전안심",https://www.data.go.kr/data/15098769/openapi.do,보건/식품,전국/기타
6724,XML JSON 보건복지부_응급안전안심 서비스 대상자 기본정보,보건복지부,2025-05-22,"보건의료,응급안전안심,서비스대상,복지부,데이터",https://www.data.go.kr/data/15098762/openapi.do,보건/식품,전국/기타
6725,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-제재선수 현황 정보,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜,선수,제재,경주,위반",https://www.data.go.kr/data/15139195/openapi.do,문화/관광,서울
6726,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-경주결과_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"입상,선수정보,경기결과,배당률,매출",https://www.data.go.kr/data/15107816/openapi.do,문화/관광,"경기,서울"
6727,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜_낙차사고 정보,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜선수,사고,부상,낙차,경주",https://www.data.go.kr/data/15119695/openapi.do,문화/관광,서울
6728,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-상금지급기준 정보_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜경주,상금,경주등급,선수,경주순위",https://www.data.go.kr/data/15107826/openapi.do,문화/관광,서울
6729,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-회차별 경주득점정보_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜경주,득점,국민체육진흥공단,순위,시행처",https://www.data.go.kr/data/15107820/openapi.do,문화/관광,서울
6730,XML JSON 부산광역시_민방위 비상 급수시설 수질 정보,부산광역시,2025-05-22,"재난,오염,안전,세균,수은,대장균,세균",https://www.data.go.kr/data/15034083/openapi.do,환경/에너지,부산
6731,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-운영 정보_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"입소,경륜,부품,자전거,차체",https://www.data.go.kr/data/15107870/openapi.do,교통/물류,서울
6732,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-훈련지별 우승정보_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜경주,선수,경륜우승정보,훈련지,경주결과",https://www.data.go.kr/data/15107818/openapi.do,문화/관광,서울
6733,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-선수 상대전적 정보_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜선수,상대전적,선수명,동반입상,승리횟수",https://www.data.go.kr/data/15107822/openapi.do,문화/관광,"대전,서울"
6734,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-특별승강급 정보_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜경주,특별승강급,승급,경륜선수,강급",https://www.data.go.kr/data/15107829/openapi.do,문화/관광,서울
6735,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-선수 배번집계정보_GW,서울올림픽기념국민체육진흥공단,2025-05-22,"경륜경주,배번,선수별기록,횟수,선수",https://www.data.go.kr/data/15107825/openapi.do,문화/관광,서울
6736,XML JSON 부산광역시_지역사회서비스 제공기관 정보,부산광역시,2025-05-22,"사회복지,바우처,지원센터,아동,청소년,장애인,노인,성인",https://www.data.go.kr/data/15040872/openapi.do,교육/복지,부산
6737,XML JSON 한국원자력환경공단_환경방사선량 데이터_정보,한국원자력환경공단,2025-05-22,"환경방사선량,중저준위방사성폐기물,처분시설방폐물,중저준위,방사성폐기물처분시설",https://www.data.go.kr/data/15004210/openapi.do,환경/에너지,전국/기타
6738,XML JSON 부산광역시_착한가격업소,부산광역시,2025-05-22,"저렴,안심,청결,친절,서비스,가성비",https://www.data.go.kr/data/15004512/openapi.do,기타,부산
6739,XML JSON 부산광역시_갈맷길 코스 정보 서비스,부산광역시,2025-05-22,"인증,관광,추천,여행,걷기",https://www.data.go.kr/data/15058979/openapi.do,문화/관광,부산
6740,XML 환경부 국립환경과학원_무공해차 환경인증 신청 현황(연도별건수),환경부 국립환경과학원,2025-05-22,"무공해차,환경인증신청,자동차환경인증,전기자동차,수소전기차,이륜자동차,상용자동차",https://www.data.go.kr/data/15140025/openapi.do,교통/물류,전국/기타
6741,XML 환경부 국립환경과학원_자동차 환경인증 신청 현황(월별건수),환경부 국립환경과학원,2025-05-22,"자동차,환경인증신청,자동차환경인증,이륜자동차,상용차,건설기계,농업기계",https://www.data.go.kr/data/15140018/openapi.do,교통/물류,전국/기타
6742,XML JSON 부산광역시_구군 가로수 현황,부산광역시,2025-05-22,"녹지,가로수,나무,환경,공기",https://www.data.go.kr/data/15040363/openapi.do,환경/에너지,부산
6743,XML JSON 부산광역시_도로굴착정보,부산광역시,2025-05-22,"굴착구간,공사명,시행처,오수관,노후관,통신주",https://www.data.go.kr/data/15021070/openapi.do,교통/물류,부산
6744,XML JSON 부산광역시_공동주택 미분양 현황,부산광역시,2025-05-21,"공동주택,미분양,시공사,시행사,민간,공공",https://www.data.go.kr/data/15040489/openapi.do,부동산/주거,부산
6745,XML JSON 부산광역시_구군 전문건설업 현황,부산광역시,2025-05-21,"기계설비,건설업,공사,창호,가스공사,실내건축,방수",https://www.data.go.kr/data/15040487/openapi.do,부동산/주거,부산
6746,XML JSON 부산광역시_구군 현수막 지정게시대 현황,부산광역시,2025-05-21,"홍보,광고,안내,알림,모집",https://www.data.go.kr/data/15034018/openapi.do,기타,부산
6747,XML JSON 부산광역시_구군 행정사 현황,부산광역시,2025-05-21,"행정명령,민원,소송,대행,상담",https://www.data.go.kr/data/15034027/openapi.do,공공/법률,부산
6748,XML JSON 부산광역시_구군 정보화교육 정보,부산광역시,2025-05-21,"컴퓨터,IT,인터넷,멀티미디어,코딩,스마트폰,인공지능",https://www.data.go.kr/data/15034019/openapi.do,교육/복지,부산
6749,XML JSON 부산광역시_장애인 전동보장구 급속충전기 설치 현황,부산광역시,2025-05-21,"충전,전동휠체어,스쿠터,설치장소,이동보조장치",https://www.data.go.kr/data/15034013/openapi.do,교육/복지,부산
6750,XML JSON 부산광역시 식품 방사능 검사결과 정보,부산광역시,2025-05-21,"식품,검사,방사능,가공식품,농산물,수산물,수입",https://www.data.go.kr/data/3076513/openapi.do,보건/식품,부산
6751,XML JSON 부산광역시_구군 문화재 현황,부산광역시,2025-05-21,"역사,유물,유적,유산,무형,등록",https://www.data.go.kr/data/15034022/openapi.do,문화/관광,부산
6752,XML JSON 부산광역시_구군 모범음식점 현황,부산광역시,2025-05-21,"맛집,관광,식당,로컬,메뉴,푸드",https://www.data.go.kr/data/15034029/openapi.do,문화/관광,부산
6753,XML JSON 부산광역시_구군 노인일자리 사업 현황,부산광역시,2025-05-21,"복지,실버,경로,시니어,사회복지관",https://www.data.go.kr/data/15034025/openapi.do,산업/고용,부산
6754,XML JSON 부산광역시_구군 장례시설 현황,부산광역시,2025-05-21,"상가,사망,경조사,조문,부의,문상",https://www.data.go.kr/data/15034024/openapi.do,기타,부산
6755,XML JSON 부산광역시_승용차요일제 할인 가맹점 정보,부산광역시,2025-05-21,"교통,정체,대중교통,할인,대기질,오염",https://www.data.go.kr/data/15034046/openapi.do,교통/물류,부산
6756,XML JSON 부산광역시_환경공단_소각처리시설 일일대기질 현황,부산광역시,2025-05-21,"오염,대기,공해,먼지,질소산화물,황산화물",https://www.data.go.kr/data/15034088/openapi.do,환경/에너지,부산
6757,XML JSON 부산광역시_방사선 비상시 이재민 구호시설 현황,부산광역시,2025-05-21,"재난,대피,방사능,구호소,수용",https://www.data.go.kr/data/15034008/openapi.do,안전/재난,부산
6758,XML JSON 부산광역시_구군 공개공지 현황,부산광역시,2025-05-21,"편의시설,휴게공간,공터,쉼터,자유이용",https://www.data.go.kr/data/15034021/openapi.do,기타,부산
6759,XML JSON 부산광역시_견학/체험 정보,부산광역시,2025-05-21,"가족,어린이,체험,현장,자연,문화",https://www.data.go.kr/data/15034070/openapi.do,문화/관광,부산
6760,XML JSON 부산광역시_하수처리시설 월별 평균 수질현황 서비스,부산광역시,2025-05-21,"오염,수질,하수도,처리장,대장균,BOD,COD",https://www.data.go.kr/data/15059252/openapi.do,환경/에너지,부산
6761,XML JSON 행정안전부 한국지역정보개발원_(전국 통합데이터) 교통약자 이동지원서비스 실시간 정보,행정안전부 한국지역정보개발원,2025-05-21,"교통약자,교통약자 택시,이동지원,장애인 택시,장애인 이동,실시간,장애인",https://www.data.go.kr/data/15140825/openapi.do,교통/물류,전국/기타
6762,XML JSON 행정안전부 한국지역정보개발원_(전국 통합데이터) 공영 물품보관함 실시간 정보,행정안전부 한국지역정보개발원,2025-05-21,"물품보관함,공영 물품보관함,보관함",https://www.data.go.kr/data/15142469/openapi.do,안전/재난,전국/기타
6763,XML JSON 행정안전부 한국지역정보개발원_(전국 통합데이터) 전국 공영자전거 실시간 정보,행정안전부 한국지역정보개발원,2025-05-21,"공영자전거,대여소 정보,대여가능 자전거 현황",https://www.data.go.kr/data/15126639/openapi.do,교통/물류,전국/기타
6764,JSON 대구광역시 서구_임대주택 현황,대구광역시 서구,2025-05-21,"매입임대,임대주택,주택현황,민간임대,주거복지,주택정책,부동산정보",https://www.data.go.kr/data/15110442/openapi.do,부동산/주거,대구
6765,JSON 대구광역시 서구_통신판매업 현황,대구광역시 서구,2025-05-21,"관리번호,취급품목,판매방식,전자상거래,인터넷판매,유통업체,온라인쇼핑",https://www.data.go.kr/data/15110436/openapi.do,산업/고용,대구
6766,JSON 대구광역시 서구_대기 수질 환경오염배출사업장 현황,대구광역시 서구,2025-05-21,"대기수질,환경오염,배출사업장,환경정보,오염물질,환경감시,배출사업",https://www.data.go.kr/data/15110453/openapi.do,환경/에너지,대구
6767,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경륜-홈페이지 자료실 정보,서울올림픽기념국민체육진흥공단,2025-05-21,"경륜스타트사진,경주동영상,기획프로그램,경주일정,경륜뉴스,경륜자료실",https://www.data.go.kr/data/15107871/openapi.do,금융/경제,서울
6768,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-지정연습 출주표 정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"지정연습출주표,선수정번,모터번호,스타트타임,항주타임,경주예측",https://www.data.go.kr/data/15107799/openapi.do,문화/관광,서울
6769,XML JSON 보건복지부_보건·복지현황_건강보험 적용인구,보건복지부,2025-05-21,"건강보험,보험료,적용인구,복지부,데이터",https://www.data.go.kr/data/15098793/openapi.do,보건/식품,경기
6770,XML JSON 부산광역시_공공부문 일자리(채용) 정보,부산광역시,2025-05-21,"취업,실업,청년,구직,기간제,모집,임기제",https://www.data.go.kr/data/15034072/openapi.do,산업/고용,부산
6771,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-운영 정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경정운영정보,틸트각,장비정비이력,출주선수면담,경기전략략,직진성능",https://www.data.go.kr/data/15107867/openapi.do,문화/관광,"경기,서울"
6772,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-경정선수 다승순위,서울올림픽기념국민체육진흥공단,2025-05-21,"다승순위,승률,승수,우승경험,선수명",https://www.data.go.kr/data/15107851/openapi.do,문화/관광,서울
6773,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-코스별 우승전법 정보,서울올림픽기념국민체육진흥공단,2025-05-21,"코스번호,우승전법,우승확률,휘감기,인빠지기,찌르기,붙어돌기,휘감아찌르기",https://www.data.go.kr/data/15125101/openapi.do,문화/관광,서울
6774,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-선수 상대전적 정보,서울올림픽기념국민체육진흥공단,2025-05-21,"승리횟수,패배횟수,무승부횟수,대전횟수,선수간맞대결,경기결과예측",https://www.data.go.kr/data/15125109/openapi.do,문화/관광,"대전,경기,서울"
6775,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-경주결과_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"1~3위경주결과,승식별배당,베팅전략,단승식,쌍복승식",https://www.data.go.kr/data/15107847/openapi.do,문화/관광,서울
6776,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-선수 회차별 성적정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"회차별성적,선수성적,스타트타임,전략수립,연대율,출주횟수",https://www.data.go.kr/data/15107804/openapi.do,문화/관광,서울
6777,JSON 대구광역시 서구_자치법규 목록,대구광역시 서구,2025-05-21,"규칙,법규,조례,행정규정,지침,지방자치,입안",https://www.data.go.kr/data/15110457/openapi.do,공공/법률,대구
6778,JSON 대구광역시 서구_자동차정비업체 현황,대구광역시 서구,2025-05-21,"자동차,자동차정비,자동차정비업,차량정비,자동차서비스,교통지원",https://www.data.go.kr/data/15110465/openapi.do,교통/물류,대구
6779,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-모터 회차별 성적정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경정모터,성적정보,모터추첨배정,연대율,평균착순점,출주횟수",https://www.data.go.kr/data/15107806/openapi.do,문화/관광,서울
6780,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-모터정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경정모터정보,모터성적,평균착순점,소개항주타임,선수추첨",https://www.data.go.kr/data/15107812/openapi.do,문화/관광,서울
6781,XML JSON 행정안전부 한국지역정보개발원_(전국 통합데이터) 공공도서관 열람실 실시간 정보,행정안전부 한국지역정보개발원,2025-05-21,"공공도서관,실시간열람실정보,공공도서관운영현황",https://www.data.go.kr/data/15142580/openapi.do,문화/관광,전국/기타
6782,JSON 행정안전부_전국어린이놀이시설회원유무정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,회원유무,행정안전부,놀이시설,회원검증",https://www.data.go.kr/data/15138372/openapi.do,안전/재난,전국/기타
6783,JSON 행정안전부_전국어린이놀이시설회원보유시설정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,회원보유,행정안전부,놀이시설,보유시설",https://www.data.go.kr/data/15128602/openapi.do,안전/재난,전국/기타
6784,JSON 행정안전부_전국어린이놀이시설안전검사유효정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,안전검사유효,행정안전부,놀이시설,안전검사",https://www.data.go.kr/data/15128608/openapi.do,안전/재난,전국/기타
6785,JSON 행정안전부_전국어린이놀이시설안전교육유효정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,안전교육유효,행정안전부,놀이시설,안전교육",https://www.data.go.kr/data/15128609/openapi.do,교육/복지,전국/기타
6786,JSON 행정안전부_전국어린이놀이시설보험가입유효정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,보험가입유효,행정안전부,놀이시설,보험가입",https://www.data.go.kr/data/15128610/openapi.do,안전/재난,전국/기타
6787,JSON 행정안전부_전국어린이놀이시설오프라인안전교육정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,오프라인교육정보,행정안전부,놀이시설,오프라인안전교육",https://www.data.go.kr/data/15128606/openapi.do,교육/복지,전국/기타
6788,JSON 행정안전부_전국어린이놀이시설보험가입정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,보험가입,행정안전부,놀이시설,보험가입정보",https://www.data.go.kr/data/15124525/openapi.do,안전/재난,전국/기타
6789,JSON 행정안전부_전국어린이놀이시설안전검사정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,안전검사,행정안전부,놀이시설,검사정보",https://www.data.go.kr/data/15124524/openapi.do,안전/재난,전국/기타
6790,JSON 행정안전부_전국어린이놀이시설관리자정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,관리자,행정안전부,놀이시설,시설관리자",https://www.data.go.kr/data/15124522/openapi.do,안전/재난,전국/기타
6791,JSON 행정안전부_전국어린이놀이시설보험가입통계정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,보험가입통계,행정안전부,놀이시설,보험정보",https://www.data.go.kr/data/15124536/openapi.do,안전/재난,전국/기타
6792,JSON 행정안전부_전국어린이놀이시설우수시설정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,우수시설,행정안전부,놀이시설,우수시설정보",https://www.data.go.kr/data/15124527/openapi.do,안전/재난,전국/기타
6793,JSON 행정안전부_전국어린이놀이시설안전교육정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,안전교육,행정안전부,놀이시설,교육정보",https://www.data.go.kr/data/15124526/openapi.do,교육/복지,전국/기타
6794,JSON 행정안전부_전국우수어린이놀이시설통계정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,우수놀이시설통계,행정안전부,놀이시설,우수시설",https://www.data.go.kr/data/15124537/openapi.do,안전/재난,전국/기타
6795,JSON 행정안전부_전국어린이놀이시설안전교육통계정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,안전교육통계,행정안전부,놀이시설,안전교육",https://www.data.go.kr/data/15124535/openapi.do,교육/복지,전국/기타
6796,JSON 행정안전부_전국어린이놀이기구통계정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,기구통계,행정안전부,놀이시설,놀이기구",https://www.data.go.kr/data/15124531/openapi.do,안전/재난,전국/기타
6797,JSON 행정안전부_전국어린이놀이시설행정처분통계정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,행정처분통계,행정안전부,놀이시설,행정처분",https://www.data.go.kr/data/15124534/openapi.do,안전/재난,전국/기타
6798,JSON 행정안전부_전국어린이놀이시설정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,시설,행정안전부,놀이시설,시설정보",https://www.data.go.kr/data/15124519/openapi.do,안전/재난,전국/기타
6799,JSON 대구광역시 서구_중고자동차매매업체 현황,대구광역시 서구,2025-05-21,"중고자동차,중고자동차매매,중고자동차매매업,자동차판매,중고차시장,승용차",https://www.data.go.kr/data/15110473/openapi.do,부동산/주거,대구
6800,JSON 대구광역시 서구_교통약자를 위한 경로당 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구경로당,노인복지,무장애,장애인편의시설",https://www.data.go.kr/data/15110490/openapi.do,교통/물류,대구
6801,JSON 대구광역시 서구_교통약자를 위한 관공서 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구관공서,무장애,장애인편의시설,휠체어접근성",https://www.data.go.kr/data/15110491/openapi.do,교통/물류,대구
6802,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-보트 회차별 성적정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경정보트,착순,소개항주타임,회차별,출주횟수",https://www.data.go.kr/data/15107801/openapi.do,문화/관광,서울
6803,JSON 대구광역시 서구_교통약자를 위한 동네체육시설 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구동네체육시설,공원시설,장애인편의시설,무장애,공공체육시설",https://www.data.go.kr/data/15110492/openapi.do,교통/물류,대구
6804,JSON 대구광역시 서구_교통약자를 위한 목욕장업 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구목욕탕,장애인편의시설,무장애,목욕시설",https://www.data.go.kr/data/15110493/openapi.do,교통/물류,대구
6805,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-보트정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경정보토,출주횟수,평균착순점,최고타임,경주성적영향요소,경주번호",https://www.data.go.kr/data/15107810/openapi.do,문화/관광,서울
6806,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-대상경정 연도별 순위정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"대상경주,연도별순위정,입상선수,경주성적조회,데이터활용,API서비스",https://www.data.go.kr/data/15107786/openapi.do,문화/관광,서울
6807,XML JSON 한국관광공사_관광빅데이터 정보서비스_ GW,한국관광공사,2025-05-21,"관광,빅데이터,데이터랩,이동통신,방문자",https://www.data.go.kr/data/15101972/openapi.do,문화/관광,전국/기타
6808,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-선수별 소개항주타임 정보,서울올림픽기념국민체육진흥공단,2025-05-21,"경정,선수,순위,소개항주,모터보트,기량",https://www.data.go.kr/data/15142292/openapi.do,문화/관광,서울
6809,XML JSON 한국식품안전관리인증원_HACCP 준비단계 기술지원 업체 현황,한국식품안전관리인증원,2025-05-21,"한국식품안전관리인증원,HACCP,기술지원,식품안전,인증 준비단계,업체 현황",https://www.data.go.kr/data/15131083/openapi.do,보건/식품,전국/기타
6810,XML JSON 부산광역시_구군 행정기관 현황,부산광역시,2025-05-21,"민원,소방서,구청,행정복지센터,치안센터,세무서,보건소,우체국",https://www.data.go.kr/data/15034031/openapi.do,보건/식품,부산
6811,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-출주표_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경주분석,출주표,선수,모터,보트,베팅전략",https://www.data.go.kr/data/15107808/openapi.do,문화/관광,서울
6812,XML JSON 한국관광공사_관광지 집중률 방문자 추이 예측 정보,한국관광공사,2025-05-21,"데이터랩,관광지,집중률,방문자,예측",https://www.data.go.kr/data/15128555/openapi.do,문화/관광,전국/기타
6813,JSON 대구광역시 서구_교통약자를 위한 무더위쉼터 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구무더위쉼터,접근성,장애인편의시설",https://www.data.go.kr/data/15110494/openapi.do,교통/물류,대구
6814,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-매출 정보_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경정,매출,국민체육진흥공단,발매금액,환급금액",https://www.data.go.kr/data/15107793/openapi.do,문화/관광,서울
6815,JSON 대구광역시 서구_교통약자를 위한 병의원 상세데이터,대구광역시 서구,2025-05-21,"의료기관,교통약자,서구병의원,휠체어접근성,장애인편의시설,장애인주차장",https://www.data.go.kr/data/15110495/openapi.do,교통/물류,대구
6816,XML JSON 서울올림픽기념국민체육진흥공단_경주사업총괄본부 경정-배당률_GW,서울올림픽기념국민체육진흥공단,2025-05-21,"경정배당률,단승,연승,베팅경향,경기예측",https://www.data.go.kr/data/15107811/openapi.do,문화/관광,"경기,서울"
6817,JSON 대구광역시 서구_교통약자를 위한 복지시설 상세데이터,대구광역시 서구,2025-05-21,"자원봉사센터,교통약자,서구복지시설,복지관,장애인편의,무장애시설",https://www.data.go.kr/data/15110496/openapi.do,교통/물류,대구
6818,JSON 대구광역시 서구_교통약자를 위한 약국 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구약국,약국접근성,휠체어이용,시설이용편의",https://www.data.go.kr/data/15110497/openapi.do,교통/물류,대구
6819,JSON 대구광역시 서구_교통약자를 위한 장애인시설 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구장애인시설,휠체어,장애인주차,시설접근성",https://www.data.go.kr/data/15110498/openapi.do,교통/물류,대구
6820,JSON 대구광역시 서구_교통약자를 위한 카페 상세데이터,대구광역시 서구,2025-05-21,"대구,교통약자,서구카페,카페접근성,편의시설,장애인시설",https://www.data.go.kr/data/15110499/openapi.do,교통/물류,대구
6821,JSON 행정안전부_전국어린이놀이시설기구정보서비스,행정안전부,2025-05-21,"어린이놀이시설,안전관리시스템,기구정보,행정안전부,놀이시설,놀이기구",https://www.data.go.kr/data/15124521/openapi.do,안전/재난,전국/기타
